epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
51,10463.8,0.7619,1.12656,0.5081,0.88133,0,0.58138,0.47905,0.51293,0.34262,0.55457,0.46091,0.47605,0.27628,1.01662,1.66231,0.94222,1.05992,0,0.000392745,0.000392745,0.000392745
52,10529.8,0.75644,1.12226,0.5001,0.87415,0,0.56626,0.48688,0.50689,0.33596,0.53994,0.47272,0.47456,0.2732,1.02339,1.68396,0.93845,1.0568,0,0.000358641,0.000358641,0.000358641
53,10600.8,0.74736,1.11089,0.49457,0.87278,0,0.56585,0.47888,0.50285,0.3359,0.51558,0.4828,0.4688,0.26877,1.01249,1.70575,0.9512,1.05196,0,0.000325848,0.000325848,0.000325848
54,10683.1,0.73375,1.08541,0.48755,0.87013,0,0.55105,0.50059,0.50743,0.34112,0.53307,0.4784,0.47576,0.27535,1.0083,1.68595,0.94388,1.0504,0,0.000294433,0.000294433,0.000294433
55,10762.8,0.74041,1.09457,0.48701,0.86934,0,0.56959,0.48811,0.50256,0.33767,0.54578,0.46393,0.46713,0.27294,1.01236,1.71773,0.951,1.05375,0,0.000264459,0.000264459,0.000264459
56,10935.3,0.73628,1.10804,0.48808,0.87081,0,0.55118,0.49857,0.50906,0.34007,0.52448,0.47281,0.47164,0.27551,1.00865,1.69409,0.94141,1.05411,0,0.000235987,0.000235987,0.000235987
57,11004.9,0.72493,1.075,0.47411,0.86557,0,0.56308,0.48968,0.50637,0.34141,0.5439,0.467,0.4726,0.27387,1.00359,1.70475,0.94023,1.05149,0,0.000209073,0.000209073,0.000209073
58,11199.7,0.7247,1.07412,0.47798,0.86744,0,0.59075,0.47542,0.50695,0.34252,0.56856,0.45367,0.47381,0.27556,1.00394,1.68613,0.93289,1.0529,0,0.000183772,0.000183772,0.000183772
59,11412.6,0.72039,1.0694,0.47167,0.86355,0,0.55189,0.49327,0.50934,0.34218,0.53534,0.46815,0.47595,0.27847,1.01261,1.68728,0.93713,1.0563,0,0.000160136,0.000160136,0.000160136
60,11497.7,0.71773,1.06478,0.47114,0.86343,0,0.54998,0.4923,0.50686,0.34248,0.53055,0.47138,0.47618,0.27564,1.00733,1.72201,0.94754,1.05049,0,0.00013821,0.00013821,0.00013821
61,11541.7,0.70647,1.02786,0.46196,0.85983,0,0.56448,0.49059,0.49753,0.3335,0.53116,0.46698,0.46372,0.26792,1.02444,1.79691,0.94427,1.06884,0,0.000118041,0.000118041,0.000118041
62,11666,0.68842,0.98582,0.44482,0.85346,0,0.56408,0.4919,0.50388,0.33787,0.53198,0.47509,0.47055,0.27277,1.01935,1.75842,0.94319,1.06817,0,9.96675e-05,9.96675e-05,9.96675e-05
63,11971.3,0.68039,0.97716,0.43973,0.85315,0,0.55778,0.4869,0.50379,0.33809,0.54225,0.46147,0.47126,0.27339,1.01026,1.76313,0.94479,1.06231,0,8.31275e-05,8.31275e-05,8.31275e-05
64,12061.3,0.67256,0.95602,0.43327,0.85047,0,0.56425,0.48969,0.50443,0.3403,0.54253,0.46499,0.47276,0.27709,1.01225,1.75973,0.95179,1.0638,0,6.8454e-05,6.8454e-05,6.8454e-05
65,12101.5,0.67278,0.96405,0.43345,0.84887,0,0.5598,0.49645,0.50369,0.33831,0.53532,0.47367,0.47372,0.27601,1.01372,1.77722,0.96181,1.06639,0,5.56768e-05,5.56768e-05,5.56768e-05
66,12142,0.67562,0.96126,0.43218,0.85277,0,0.55928,0.49864,0.50562,0.33878,0.53603,0.47047,0.46956,0.27422,1.01249,1.7581,0.95232,1.06362,0,4.48214e-05,4.48214e-05,4.48214e-05
67,12250,0.67223,0.97599,0.43409,0.85111,0,0.5556,0.49071,0.49905,0.33513,0.54338,0.46213,0.46748,0.27361,1.01247,1.76742,0.9589,1.06496,0,3.59097e-05,3.59097e-05,3.59097e-05
68,12292.9,0.67833,0.98184,0.4319,0.84929,0,0.55283,0.49709,0.50281,0.33721,0.52992,0.4751,0.47289,0.27347,1.01323,1.7675,0.96219,1.06617,0,2.89597e-05,2.89597e-05,2.89597e-05
69,12361.2,0.67143,0.95763,0.42777,0.84909,0,0.56855,0.48919,0.50518,0.33828,0.54873,0.46657,0.47127,0.27598,1.01038,1.76707,0.96153,1.06527,0,2.39854e-05,2.39854e-05,2.39854e-05
70,12502.1,0.67514,0.97,0.43158,0.8508,0,0.56569,0.49176,0.50601,0.33884,0.54638,0.46802,0.47129,0.27539,1.00828,1.77231,0.95646,1.06318,0,2.09969e-05,2.09969e-05,2.09969e-05
