epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
43,2935.62,0.86909,1.32804,0.59848,0.88639,0,0.52598,0.46075,0.4663,0.30454,0.49614,0.42518,0.41593,0.226,1.02896,1.73778,0.91702,1.01872,0,0.000704073,0.000704073,0.000704073
44,2995.34,0.86303,1.32179,0.59101,0.8883,0,0.50967,0.47118,0.47062,0.30806,0.50339,0.41702,0.41736,0.2277,1.03333,1.75605,0.91104,1.0181,0,0.000662139,0.000662139,0.000662139
45,3051.52,0.85701,1.31506,0.59041,0.88522,0,0.51777,0.47235,0.47501,0.31042,0.48257,0.44118,0.42615,0.23364,1.02697,1.73116,0.90214,1.0158,0,0.000620905,0.000620905,0.000620905
46,3108.61,0.85156,1.29786,0.58982,0.88466,0,0.69454,0.45085,0.47794,0.31211,0.6571,0.41179,0.42922,0.23557,1.03327,1.7623,0.89629,1.02068,0,0.000580455,0.000580455,0.000580455
47,3164.19,0.85093,1.28892,0.58084,0.88237,0,0.53099,0.45223,0.4607,0.30287,0.48638,0.41501,0.40757,0.22108,1.03382,1.7688,0.90264,1.02604,0,0.00054087,0.00054087,0.00054087
48,3219.3,0.83943,1.2866,0.58004,0.88413,0,0.47126,0.53536,0.47265,0.31129,0.43842,0.50431,0.42539,0.23733,1.02601,1.74663,0.89535,1.02232,0,0.00050223,0.00050223,0.00050223
49,3276.72,0.84202,1.28124,0.57232,0.87837,0,0.51985,0.47379,0.48191,0.31639,0.48896,0.41745,0.42353,0.23533,1.04038,1.73777,0.90408,1.02205,0,0.000464612,0.000464612,0.000464612
50,3331.97,0.84206,1.27259,0.58619,0.88013,0,0.67951,0.46816,0.4859,0.32078,0.6447,0.43394,0.42854,0.2396,1.02895,1.77824,0.89152,1.02359,0,0.000428093,0.000428093,0.000428093
51,3387.36,0.82651,1.25619,0.56401,0.87726,0,0.53986,0.46637,0.47971,0.31746,0.50404,0.43054,0.42707,0.23586,1.01868,1.76866,0.89075,1.01981,0,0.000392745,0.000392745,0.000392745
52,3471.42,0.8209,1.24511,0.55652,0.8775,0,0.55026,0.4468,0.47283,0.31083,0.52055,0.4116,0.42164,0.23074,1.02597,1.76977,0.90253,1.02241,0,0.000358641,0.000358641,0.000358641
53,3526.55,0.83235,1.26999,0.55954,0.87293,0,0.52486,0.46688,0.4747,0.31248,0.49488,0.43521,0.42737,0.23503,1.02861,1.75864,0.89488,1.02443,0,0.000325848,0.000325848,0.000325848
54,3582.13,0.80459,1.20627,0.54443,0.87349,0,0.55188,0.4535,0.47334,0.31239,0.50978,0.41458,0.41814,0.23186,1.02415,1.78555,0.90373,1.02544,0,0.000294433,0.000294433,0.000294433
55,3637.93,0.80561,1.22146,0.54579,0.87284,0,0.54603,0.46535,0.47965,0.31873,0.51099,0.4316,0.42829,0.23596,1.01553,1.74886,0.89394,1.01668,0,0.000264459,0.000264459,0.000264459
56,3696.32,0.81912,1.25439,0.54581,0.87132,0,0.56792,0.45159,0.47961,0.31772,0.54092,0.41355,0.42412,0.23485,1.01839,1.7731,0.88837,1.01818,0,0.000235987,0.000235987,0.000235987
57,3759.41,0.79784,1.2232,0.5347,0.86921,0,0.558,0.46014,0.48217,0.31921,0.53265,0.42511,0.43139,0.23649,1.0169,1.76278,0.88401,1.02043,0,0.000209073,0.000209073,0.000209073
